EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,STATE_NAME,COUNTY_NAME,ARPT_NAME,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ELEV,ELEV_METHOD_CODE,MAG_VARN,MAG_HEMIS,MAG_VARN_YEAR,ICAO_ID
2025-11-27,02137.,A,CA,SNS,SALINAS,US,CALIFORNIA,MONTEREY,SALINAS MUNI,36,39,44.679,N,36.66241083,121,36,25.753,W,-121.60715361,84.4,S,13,E,2020,KSNS
2025-11-27,02139.,A,CA,SAS,SALTON CITY,US,CALIFORNIA,IMPERIAL,SALTON SEA,33,14,28.3,N,33.24119444,115,57,9.3,W,-115.95258333,-84,E,13,E,1985,KSAS
2025-11-27,02141.11,A,CA,CPU,SAN ANDREAS,US,CALIFORNIA,CALAVERAS,CALAVERAS COUNTY/MAURY RASMUSSEN FLD,38,8,46,N,38.14611111,120,38,53.4,W,-120.64816666,1327.9,S,15,E,1995,KCPU
2025-11-27,02154.,A,CA,SBD,SAN BERNARDINO,US,CALIFORNIA,SAN BERNARDINO,SAN BERNARDINO INTL,34,5,43.3,N,34.09536111,117,14,5.6,W,-117.23488888,1159.3,S,13,E,2005,KSBD
2025-11-27,02160.1,A,CA,SQL,SAN CARLOS,US,CALIFORNIA,SAN MATEO,SAN CARLOS,37,30,42.7,N,37.51186111,122,14,58.312,W,-122.24953111,5.5,S,15,E,2000,KSQL
2025-11-27,02163.,A,CA,NUC,SAN CLEMENTE ISLAND,US,CALIFORNIA,ORANGE,SAN CLEMENTE ISLAND NALF,33,1,21.8964,N,33.022749,118,35,18.5906,W,-118.58849738,183.7,S,12,E,2020,KNUC
2025-11-27,02165.,A,CA,SEE,SAN DIEGO/EL CAJON,US,CALIFORNIA,SAN DIEGO,GILLESPIE FLD,32,49,34.4,N,32.82622222,116,58,20.8,W,-116.97244444,387.5,S,13,E,1990,KSEE
2025-11-27,02166.,A,CA,MYF,SAN DIEGO,US,CALIFORNIA,SAN DIEGO,MONTGOMERY-GIBBS EXEC,32,48,56.6,N,32.81572222,117,8,22.4,W,-117.13955555,427.3,S,14,E,1980,KMYF
2025-11-27,02170.,A,CA,SAN,SAN DIEGO,US,CALIFORNIA,SAN DIEGO,SAN DIEGO INTL,32,44,0.826,N,32.73356277,117,11,22.788,W,-117.18966333,16.8,E,11,E,2020,KSAN
2025-11-27,02177.,A,CA,NKX,SAN DIEGO,US,CALIFORNIA,SAN DIEGO,MIRAMAR MCAS (JOE FOSS FLD),32,52,6.7048,N,32.86852911,117,8,35.492,W,-117.14319222,476.9,S,12,E,2015,KNKX
2025-11-27,02178.,A,CA,NZY,SAN DIEGO,US,CALIFORNIA,SAN DIEGO,NORTH ISLAND NAS (HALSEY FLD),32,41,53.5164,N,32.698199,117,12,47.2132,W,-117.21311477,26,S,11,E,2020,KNZY
2025-11-27,02180.,A,CA,SDM,SAN DIEGO,US,CALIFORNIA,SAN DIEGO,BROWN FLD MUNI,32,34,20.2,N,32.57227777,116,58,48.6,W,-116.98016666,526.1,S,14,E,1980,KSDM
2025-11-27,02180.01,H,CA,LDR,SAN DIEGO,US,CALIFORNIA,SAN DIEGO,USCG SAN DIEGO,32,43,35.2988,N,32.72647188,117,10,51.5647,W,-117.18099019,9,E,11,E,2020,KLDR
2025-11-27,02187.,A,CA,SFO,SAN FRANCISCO,US,CALIFORNIA,SAN MATEO,SAN FRANCISCO INTL,37,37,7.7,N,37.61880555,122,22,31.5,W,-122.37541666,13.1,S,14,E,2015,KSFO
2025-11-27,02203.,A,CA,RHV,SAN JOSE,US,CALIFORNIA,SANTA CLARA,REID-HILLVIEW OF SANTA CLARA COUNTY,37,19,58.3,N,37.33286111,121,49,11.3,W,-121.81980555,135.4,S,16,E,1975,KRHV
2025-11-27,02204.,A,CA,SJC,SAN JOSE,US,CALIFORNIA,SANTA CLARA,NORMAN Y MINETA SAN JOSE INTL,37,21,46.781,N,37.36299472,121,55,43.034,W,-121.92862055,62.2,S,13,E,2020,KSJC
2025-11-27,02211.,A,CA,SBP,SAN LUIS OBISPO,US,CALIFORNIA,SAN LUIS OBISPO,SAN LUIS OBISPO COUNTY RGNL,35,14,14.181,N,35.2372725,120,38,33.37,W,-120.64260277,212.3,S,15,E,1980,KSBP
2025-11-27,02213.4,A,CA,E16,SAN MARTIN,US,CALIFORNIA,SANTA CLARA,SAN MARTIN,37,4,53.7,N,37.08158333,121,35,48.5,W,-121.59680555,283.8,S,15,E,2000,NA
2025-11-27,02220.,A,CA,NSI,SAN NICOLAS ISLAND,US,CALIFORNIA,SANTA CRUZ,SAN NICOLAS ISLAND NOLF,33,14,23.224,N,33.23978444,119,27,29.543,W,-119.45820638,506.2,S,12,E,2020,KNSI
2025-11-27,02230.,A,CA,SNA,SANTA ANA,US,CALIFORNIA,ORANGE,JOHN WAYNE/ORANGE COUNTY,33,40,32.383,N,33.67566194,117,52,5.639,W,-117.86823305,55.9,S,12,E,2015,KSNA
2025-11-27,02235.,A,CA,SBA,SANTA BARBARA,US,CALIFORNIA,SANTA BARBARA,SANTA BARBARA MUNI,34,25,34.29,N,34.42619166,119,50,29.374,W,-119.84149277,13.5,S,14,E,1985,KSBA
2025-11-27,02251.,A,CA,SMX,SANTA MARIA,US,CALIFORNIA,SANTA BARBARA,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,34,53,59.8,N,34.89994444,120,27,29.1,W,-120.45808333,261.2,S,14,E,1985,KSMX
2025-11-27,02253.,A,CA,SMO,SANTA MONICA,US,CALIFORNIA,LOS ANGELES,SANTA MONICA MUNI,34,0,56.959,N,34.01582194,118,27,4.702,W,-118.45130611,169.8,S,12,E,2020,KSMO
2025-11-27,02256.,A,CA,SZP,SANTA PAULA,US,CALIFORNIA,VENTURA,SANTA PAULA,34,20,49.2634,N,34.34701761,119,3,41.8198,W,-119.06161661,250,E,14,E,1985,KSZP
2025-11-27,02260.,A,CA,STS,SANTA ROSA,US,CALIFORNIA,SONOMA,CHARLES M SCHULZ/SONOMA COUNTY,38,30,34.9,N,38.50969444,122,48,46.4,W,-122.81288888,128.7,S,16,E,1985,KSTS
2025-11-27,02264.,A,CA,IZA,SANTA YNEZ,US,CALIFORNIA,SANTA BARBARA,SANTA YNEZ/KUNKLE FLD,34,36,24.535,N,34.60681527,120,4,31.98,W,-120.07555,674.3,S,14,E,2000,KIZA
2025-11-27,02280.1,H,CA,JMC,SAUSALITO,US,CALIFORNIA,MARIN,COMMODORE CENTER,37,52,42.8,N,37.87855555,122,30,46.36,W,-122.51287777,2,E,16,E,1985,KJMC
2025-11-27,02281.6,A,CA,0Q3,SCHELLVILLE/SONOMA,US,CALIFORNIA,SONOMA,SONOMA VALLEY,38,13,26.1921,N,38.22394225,122,26,58.9596,W,-122.449711,16,E,16,E,1985,NA
2025-11-27,02287.2,A,CA,0Q4,SELMA,US,CALIFORNIA,FRESNO,SELMA,36,34,51.6018,N,36.5810005,119,39,25.1208,W,-119.656978,305,E,15,E,1985,NA
2025-11-27,02292.,A,CA,MIT,SHAFTER,US,CALIFORNIA,KERN,SHAFTER-MINTER FLD,35,30,26.92,N,35.50747777,119,11,31.67,W,-119.19213055,424.8,S,13,E,2010,KMIT
2025-11-27,02294.4,A,CA,0Q5,SHELTER COVE,US,CALIFORNIA,HUMBOLDT,SHELTER COVE,40,1,41.4,N,40.02816666,124,4,27.5,W,-124.07430555,73.4,S,17,E,1985,NA
2025-11-27,02295.,A,CA,L61,SHOSHONE,US,CALIFORNIA,INYO,SHOSHONE,35,58,7,N,35.96861111,116,16,9.4,W,-116.26927777,1568,S,14,E,1985,NA
2025-11-27,02295.4,A,CA,O79,SIERRAVILLE,US,CALIFORNIA,SIERRA,SIERRAVILLE DEARWATER,39,34,53.459,N,39.58151638,120,21,15.474,W,-120.35429833,4989.7,E,16,E,1985,NA
2025-11-27,02299.8,A,CA,0Q9,SONOMA,US,CALIFORNIA,SONOMA,SONOMA SKYPARK,38,15,26.9,N,38.25747222,122,26,4.4,W,-122.43455555,28.5,E,16,E,1985,NA
2025-11-27,02303.7,A,CA,TVL,SOUTH LAKE TAHOE,US,CALIFORNIA,EL DORADO,LAKE TAHOE,38,53,38,N,38.89388888,119,59,43.2,W,-119.99533333,6268.4,S,16,E,1985,KTVL
2025-11-27,02314.,A,CA,SCK,STOCKTON,US,CALIFORNIA,SAN JOAQUIN,STOCKTON METRO,37,53,39.883,N,37.89441194,121,14,19.479,W,-121.23874416,32.6,S,14,E,2010,KSCK
2025-11-27,02321.,A,CA,1Q1,STRATHMORE,US,CALIFORNIA,TULARE,ECKERT FLD,36,9,44.6,N,36.16238888,119,3,2.3,W,-119.05063888,426,E,15,E,1985,NA
2025-11-27,02332.,A,CA,SVE,SUSANVILLE,US,CALIFORNIA,LASSEN,SUSANVILLE MUNI,40,22,32.5,N,40.37569444,120,34,21.7,W,-120.57269444,4149.1,S,17,E,1985,KSVE
2025-11-27,02332.1,A,CA,1Q2,SUSANVILLE,US,CALIFORNIA,LASSEN,SPAULDING,40,39,1.1,N,40.65030555,120,46,6.632,W,-120.76850888,5115.8,S,17,E,1990,NA
2025-11-27,02338.,A,CA,L17,TAFT,US,CALIFORNIA,KERN,TAFT-KERN COUNTY,35,8,29.9691,N,35.14165808,119,26,16.2251,W,-119.4378403,858.2,S,14,E,1985,NA
2025-11-27,02341.,A,CA,TSP,TEHACHAPI,US,CALIFORNIA,KERN,TEHACHAPI MUNI,35,8,5.98,N,35.13499444,118,26,21.48,W,-118.4393,4001.1,S,14,E,1985,KTSP
2025-11-27,02341.1,A,CA,L94,TEHACHAPI,US,CALIFORNIA,KERN,MOUNTAIN VALLEY,35,6,3.88,N,35.10107777,118,25,23.301,W,-118.42313916,4220,E,14,E,1985,NA
2025-11-27,02356.1,A,CA,TOA,TORRANCE,US,CALIFORNIA,LOS ANGELES,ZAMPERINI FLD,33,48,12.1783,N,33.80338286,118,20,22.5875,W,-118.33960763,103.2,S,14,E,1970,KTOA
2025-11-27,02358.,A,CA,1Q4,TRACY,US,CALIFORNIA,SAN JOAQUIN,NEW JERUSALEM,37,40,40,N,37.67777777,121,18,4.3,W,-121.30119444,62,E,16,E,1985,NA
2025-11-27,02359.,A,CA,TCY,TRACY,US,CALIFORNIA,SAN JOAQUIN,TRACY MUNI,37,41,20.023,N,37.68889527,121,26,29.669,W,-121.44157472,193.6,S,15,E,2000,KTCY
2025-11-27,02362.1,A,CA,O86,TRINITY CENTER,US,CALIFORNIA,TRINITY,TRINITY CENTER,40,58,57.9,N,40.98275,122,41,37.4,W,-122.69372222,2390,S,17,E,1985,NA
2025-11-27,02363.,A,CA,L72,TRONA,US,CALIFORNIA,INYO,TRONA,35,48,45.6,N,35.81266666,117,19,36.9,W,-117.32691666,1717.8,E,14,E,1985,NA
2025-11-27,02366.,A,CA,TRK,TRUCKEE,US,CALIFORNIA,PLACER,TRUCKEE-TAHOE,39,19,12.2,N,39.32005555,120,8,22.5,W,-120.13958333,5904.3,S,14,E,2015,KTRK
2025-11-27,02371.,A,CA,TLR,TULARE,US,CALIFORNIA,TULARE,MEFFORD FLD,36,9,23.7,N,36.15658333,119,19,35.6,W,-119.32655555,265.3,S,12,E,2020,KTLR
2025-11-27,02375.,A,CA,O81,TULELAKE,US,CALIFORNIA,MODOC,TULELAKE MUNI,41,53,26.326,N,41.89064611,121,21,38.231,W,-121.36061972,4048.7,S,17,E,1985,NA
2025-11-27,02376.,A,CA,O15,TURLOCK,US,CALIFORNIA,MERCED,TURLOCK MUNI,37,29,2.5,N,37.48402777,120,41,50.4,W,-120.69733333,160.8,S,16,E,1985,NA
2025-11-27,02379.2,A,CA,TNP,TWENTYNINE PALMS,US,CALIFORNIA,SAN BERNARDINO,TWENTYNINE PALMS,34,7,53.7,N,34.13158333,115,56,44.9,W,-115.94580555,1888,S,12,E,2015,KTNP
2025-11-27,02380.01,A,CA,NXP,TWENTYNINE PALMS,US,CALIFORNIA,SAN BERNARDINO,TWENTYNINE PALMS SELF,34,17,45.9975,N,34.29611041,116,9,43.5425,W,-116.16209513,2051.1,E,11,E,2025,KNXP
2025-11-27,02383.,A,CA,UKI,UKIAH,US,CALIFORNIA,MENDOCINO,UKIAH MUNI,39,7,33.4,N,39.12594444,123,12,3.1,W,-123.20086111,616.8,S,13,E,2025,KUKI
2025-11-27,02385.,A,CA,CCB,UPLAND,US,CALIFORNIA,SAN BERNARDINO,CABLE,34,6,41.794,N,34.11160944,117,41,14.598,W,-117.68738833,1443.5,S,14,E,2000,KCCB
2025-11-27,02387.,A,CA,1Q5,UPPER LAKE,US,CALIFORNIA,LAKE,GRAVELLY VALLEY,39,27,2.6,N,39.45072222,122,57,16.6,W,-122.95461111,1900,E,17,E,1985,NA
2025-11-27,02389.1,A,CA,VCB,VACAVILLE,US,CALIFORNIA,SOLANO,NUT TREE,38,22,41.645,N,38.37823472,121,57,40.324,W,-121.96120111,116.6,S,13,E,2020,KVCB
2025-11-27,02390.82,H,CA,81L,VALENCIA,US,CALIFORNIA,LOS ANGELES,SHERIFF'S WAYSIDE,34,27,48.7,N,34.46352777,118,36,34.7,W,-118.60963888,1200,E,14,E,1985,NA
2025-11-27,02396.,A,CA,VNY,VAN NUYS,US,CALIFORNIA,LOS ANGELES,VAN NUYS,34,12,35.3,N,34.20980555,118,29,23.9,W,-118.48997222,802.1,S,12,E,2020,KVNY
2025-11-27,02407.,A,CA,VCV,VICTORVILLE,US,CALIFORNIA,SAN BERNARDINO,SOUTHERN CALIFORNIA LOGISTICS,34,35,43.894,N,34.59552611,117,22,57.584,W,-117.38266222,2885.3,S,14,E,1995,KVCV
2025-11-27,02413.,A,CA,VIS,VISALIA,US,CALIFORNIA,TULARE,VISALIA MUNI,36,19,7.096,N,36.31863777,119,23,34.299,W,-119.39286083,292.5,S,14,E,2010,KVIS
2025-11-27,02414.,A,CA,D86,VISALIA,US,CALIFORNIA,TULARE,SEQUOIA FLD,36,26,52.5,N,36.44791666,119,19,7.4,W,-119.31872222,313,E,15,E,1985,NA
2025-11-27,02422.,A,CA,L19,WASCO,US,CALIFORNIA,KERN,WASCO-KERN COUNTY,35,37,11.5,N,35.61986111,119,21,13.4,W,-119.35372222,312,S,15,E,1985,NA
2025-11-27,02429.,A,CA,WVI,WATSONVILLE,US,CALIFORNIA,SANTA CRUZ,WATSONVILLE MUNI,36,56,8.637,N,36.9357325,121,47,22.695,W,-121.7896375,163.3,S,14,E,2015,KWVI
2025-11-27,02431.1,A,CA,O54,WEAVERVILLE,US,CALIFORNIA,TRINITY,LONNIE POOL FLD/WEAVERVILLE,40,44,50.01,N,40.747225,122,55,20.515,W,-122.92236527,2350,E,17,E,1985,NA
2025-11-27,02434.,A,CA,O46,WEED,US,CALIFORNIA,SISKIYOU,WEED,41,28,50.9,N,41.48080555,122,27,16.3,W,-122.45452777,2942.7,S,14,E,2020,NA
2025-11-27,02455.1,A,CA,O28,WILLITS,US,CALIFORNIA,MENDOCINO,ELLS FLD/WILLITS MUNI,39,27,4.784,N,39.45132888,123,22,20.391,W,-123.37233083,2065.9,S,16,E,2000,NA
2025-11-27,02461.,A,CA,WLW,WILLOWS,US,CALIFORNIA,GLENN,WILLOWS/GLENN COUNTY,39,30,56.7212,N,39.51575588,122,13,2.1916,W,-122.21727544,141.2,S,14,E,2020,KWLW
2025-11-27,02463.51,A,CA,O42,WOODLAKE,US,CALIFORNIA,TULARE,WOODLAKE,36,23,55.6,N,36.39877777,119,6,24.5,W,-119.10680555,425,E,15,E,1985,NA
2025-11-27,02467.,A,CA,O41,WOODLAND,US,CALIFORNIA,YOLO,WATTS-WOODLAND,38,40,25.955,N,38.67387638,121,52,19.478,W,-121.87207722,125,S,14,E,2010,NA
2025-11-27,02494.,A,CA,O52,YUBA CITY,US,CALIFORNIA,SUTTER,SUTTER COUNTY,39,7,25.2,N,39.12366666,121,36,19.3,W,-121.60536111,59.6,E,16,E,1985,NA
2025-11-27,02496.1,A,CA,L22,YUCCA VALLEY,US,CALIFORNIA,SAN BERNARDINO,YUCCA VALLEY,34,7,47.4,N,34.12983333,116,24,24.8,W,-116.40688888,3224,S,14,E,1985,NA
2025-11-27,02503.,A,CO,AKO,AKRON,US,COLORADO,WASHINGTON,COLORADO PLAINS RGNL,40,10,32.3,N,40.17563888,103,13,19.3,W,-103.22202777,4716,S,10,E,2000,KAKO
2025-11-27,02510.,A,CO,ALS,ALAMOSA,US,COLORADO,ALAMOSA,SAN LUIS VALLEY RGNL/BERGMAN FLD,37,26,6.45,N,37.435125,105,52,4.351,W,-105.86787527,7539.8,S,9,E,2010,KALS
2025-11-27,02517.,A,CO,ASE,ASPEN,US,COLORADO,PITKIN,ASPEN-PITKIN COUNTY/SARDY FLD,39,13,18.762,N,39.22187833,106,52,5.64,W,-106.86823333,7837.9,S,9,E,2015,KASE
2025-11-27,02517.41,A,CO,BKF,AURORA,US,COLORADO,ARAPAHOE,BUCKLEY SPACE FORCE BASE,39,42,6.34,N,39.70176111,104,45,7.06,W,-104.75196111,5663,E,8,E,2015,KBKF
2025-11-27,02521.,A,CO,05V,BLANCA,US,COLORADO,COSTILLA,BLANCA,37,24,40.029,N,37.41111916,105,33,6.048,W,-105.55168,7720,E,11,E,1985,NA
2025-11-27,02522.,A,CO,BDU,BOULDER,US,COLORADO,BOULDER,BOULDER MUNI,40,2,21.715,N,40.03936527,105,13,33.9225,W,-105.22608958,5288,E,12,E,1985,KBDU
2025-11-27,02528.1,A,CO,7V5,BRUSH,US,COLORADO,MORGAN,BRUSH MUNI,40,15,51.7,N,40.26436111,103,34,32.3,W,-103.57563888,4280,E,11,E,1985,NA
2025-11-27,02530.1,A,CO,AEJ,BUENA VISTA,US,COLORADO,CHAFFEE,CENTRAL COLORADO RGNL,38,48,51.1,N,38.81419444,106,7,14.2,W,-106.12061111,7950.4,S,11,E,2000,KAEJ
2025-11-27,02531.01,A,CO,ITR,BURLINGTON,US,COLORADO,KIT CARSON,KIT CARSON COUNTY,39,14,33.04,N,39.24251111,102,17,7.359,W,-102.2853775,4218.4,S,6,E,2020,KITR
2025-11-27,02531.75,A,CO,5V4,CALHAN,US,COLORADO,EL PASO,CALHAN,39,2,53.9,N,39.04830555,104,17,34.8,W,-104.293,6450,S,11,E,1985,NA
2025-11-27,02532.,A,CO,1V6,CANON CITY,US,COLORADO,FREMONT,FREMONT COUNTY,38,25,42.8168,N,38.42856022,105,6,24.6759,W,-105.10685441,5442.4,S,8,E,2020,NA
2025-11-27,02538.3,A,CO,1V8,CENTER,US,COLORADO,SAGUACHE,LEACH,37,47,5.7,N,37.78491666,106,2,48.9,W,-106.04691666,7598,S,12,E,1985,NA
2025-11-27,02543.,A,CO,COS,COLORADO SPRINGS,US,COLORADO,EL PASO,CITY OF COLORADO SPRINGS MUNI,38,48,20.94,N,38.80581666,104,42,2.795,W,-104.70077638,6187,S,8,E,2020,KCOS
2025-11-27,02544.,A,CO,FLY,COLORADO SPRINGS,US,COLORADO,EL PASO,MEADOW LAKE,38,56,33.971,N,38.94276972,104,34,11.657,W,-104.56990472,6878.1,S,7,E,2025,KFLY
2025-11-27,02545.,A,CO,AFF,COLORADO SPRINGS,US,COLORADO,EL PASO,USAF ACADEMY DAVIS AIRFIELD,38,58,24.2091,N,38.97339141,104,49,12.1178,W,-104.82003272,6576,S,11,E,1985,KAFF
2025-11-27,02545.01,H,CO,CQJ,COLORADO SPRINGS,US,COLORADO,EL PASO,CHEYENNE MTN SFS,38,44,18.69,N,38.738525,104,50,6.49,W,-104.83513611,6609,E,NA,NA,NA,KCQJ
2025-11-27,02546.1,A,CO,CEZ,CORTEZ,US,COLORADO,MONTEZUMA,CORTEZ MUNI,37,18,10.809,N,37.3030025,108,37,40.959,W,-108.62804416,5917.6,S,12,E,2000,KCEZ
2025-11-27,02549.,A,CO,CAG,CRAIG,US,COLORADO,MOFFAT,CRAIG-MOFFAT,40,29,42.8,N,40.49522222,107,31,18,W,-107.52166666,6197.5,S,9,E,2020,KCAG
2025-11-27,02549.8,A,CO,99V,CRAWFORD,US,COLORADO,DELTA,CRAWFORD,38,42,14.953,N,38.70415361,107,38,37.21,W,-107.64366944,6470,S,13,E,1985,NA
2025-11-27,02550.,A,CO,C24,CREEDE,US,COLORADO,MINERAL,MINERAL COUNTY MEML,37,49,19.8,N,37.82216666,106,55,47.6,W,-106.92988888,8680,E,12,E,1985,NA
2025-11-27,02558.,A,CO,RCV,DEL NORTE,US,COLORADO,RIO GRANDE,ASTRONAUT KENT ROMINGER,37,42,49.6217,N,37.7137838,106,21,7.2666,W,-106.3520185,7955.4,S,8,E,2020,KRCV
2025-11-27,02564.1,A,CO,AJZ,DELTA,US,COLORADO,DELTA,BLAKE FLD,38,47,8.172,N,38.78560333,108,3,43.249,W,-108.06201361,5193.1,S,10,E,2020,KAJZ
2025-11-27,02564.21,A,CO,D17,DELTA,US,COLORADO,DELTA,WESTWINDS,38,45,30.5,N,38.75847222,108,8,54.5,W,-108.14847222,5000,E,12,E,1990,NA
2025-11-27,02569.,A,CO,BJC,DENVER,US,COLORADO,JEFFERSON,ROCKY MOUNTAIN METRO,39,54,31.7,N,39.90880555,105,7,1.9,W,-105.11719444,5673.4,S,9,E,2015,KBJC
2025-11-27,02572.,A,CO,APA,DENVER,US,COLORADO,ARAPAHOE,CENTENNIAL,39,34,12.427,N,39.57011861,104,50,57.455,W,-104.84929305,5884.9,S,8,E,2015,KAPA
2025-11-27,02573.,A,CO,DEN,DENVER,US,COLORADO,DENVER,DENVER INTL,39,51,42,N,39.86166666,104,40,23.4,W,-104.67316666,5433.8,S,8,E,2015,KDEN
2025-11-27,02575.1,A,CO,CFO,DENVER,US,COLORADO,ADAMS,COLORADO AIR AND SPACE PORT,39,47,3.1,N,39.78419444,104,32,15.5,W,-104.53763888,5515.2,S,8,E,2015,KCFO
2025-11-27,02581.,A,CO,8V6,DOVE CREEK,US,COLORADO,DOLORES,DOVE CREEK,37,45,53.1,N,37.76475,108,53,19.1,W,-108.88863888,6975,E,13,E,1985,NA
2025-11-27,02586.1,A,CO,DRO,DURANGO,US,COLORADO,LA PLATA,DURANGO-LA PLATA COUNTY,37,9,5.5,N,37.15152777,107,45,13.6,W,-107.75377777,6689.4,S,10,E,2010,KDRO
2025-11-27,02586.24,A,CO,00C,DURANGO,US,COLORADO,LA PLATA,ANIMAS AIR PARK,37,12,11.442,N,37.20317833,107,52,9.103,W,-107.86919527,6684,S,12,E,1990,NA
2025-11-27,02587.,A,CO,9V7,EADS,US,COLORADO,KIOWA,EADS MUNI,38,28,30.5,N,38.47513888,102,48,39.1,W,-102.81086111,4245,E,10,E,1985,NA
2025-11-27,02588.,A,CO,EGE,EAGLE,US,COLORADO,EAGLE,EAGLE COUNTY RGNL,39,38,33.9,N,39.64275,106,54,57.4,W,-106.91594444,6547.4,S,9,E,2020,KEGE
2025-11-27,02592.8,A,CO,CO4,ELLICOTT,US,COLORADO,EL PASO,COLORADO SPRINGS EAST,38,52,27.3,N,38.87425,104,24,35.4375,W,-104.40984375,6145,E,11,E,1985,NA
2025-11-27,02596.131,A,CO,EIK,ERIE,US,COLORADO,WELD,ERIE MUNI,40,0,36.9,N,40.01025,105,2,53.1,W,-105.04808333,5119.4,S,8,E,2020,KEIK
2025-11-27,02602.2,A,CO,FCS,FORT CARSON,US,COLORADO,EL PASO,BUTTS AAF (FORT CARSON),38,40,41.8928,N,38.67830355,104,45,23.3302,W,-104.75648061,5874.3,S,8,E,2020,KFCS
2025-11-27,02603.1,A,CO,FNL,FORT COLLINS/LOVELAND,US,COLORADO,LARIMER,NORTHERN COLORADO RGNL,40,27,6.537,N,40.45181583,105,0,40.772,W,-105.01132555,5020.3,S,9,E,2010,KFNL
2025-11-27,02612.,A,CO,FMM,FORT MORGAN,US,COLORADO,MORGAN,FORT MORGAN MUNI,40,20,7.6,N,40.33544444,103,48,15,W,-103.80416666,4595.3,S,8,E,2015,KFMM
2025-11-27,02618.,A,CO,GWS,GLENWOOD SPRINGS,US,COLORADO,GARFIELD,KGWS SUMERS AIRPARK,39,30,21.6,N,39.506,107,18,32.7,W,-107.30908333000001,5916,E,13,E,1985,KGWS
2025-11-27,02623.,A,CO,GNB,GRANBY,US,COLORADO,GRAND,GRANBY-GRAND COUNTY,40,5,24.2,N,40.09005555,105,54,59.9,W,-105.91663888,8207.1,S,8,E,2025,KGNB
2025-11-27,02624.,A,CO,GJT,GRAND JUNCTION,US,COLORADO,MESA,GRAND JUNCTION RGNL,39,7,17.397,N,39.12149916,108,31,31.748,W,-108.52548555,4861.4,S,9,E,2025,KGJT
2025-11-27,02627.,A,CO,GXY,GREELEY,US,COLORADO,WELD,GREELEY-WELD COUNTY,40,26,14.7,N,40.43741666,104,37,59.6,W,-104.63322222,4696.8,S,8,E,2015,KGXY
2025-11-27,02627.2,A,CO,11V,GREELEY,US,COLORADO,WELD,EASTON/VALLEY VIEW,40,19,38.485,N,40.32735694,104,36,33.82,W,-104.60939444,4820,E,11,E,1985,NA
2025-11-27,02631.,A,CO,GUC,GUNNISON,US,COLORADO,GUNNISON,GUNNISON-CRESTED BUTTE RGNL,38,32,3.6,N,38.53433333,106,55,54.3,W,-106.93175,7679.6,S,12,E,1990,KGUC
2025-11-27,02634.4,A,CO,17V,HAXTUN,US,COLORADO,PHILLIPS,HAXTUN MUNI,40,37,28,N,40.62444444,102,36,28.7,W,-102.60797222,4035,S,10,E,1985,NA
2025-11-27,02635.7,A,CO,HDN,HAYDEN,US,COLORADO,ROUTT,YAMPA VALLEY,40,28,52.3,N,40.48119444,107,13,3.6,W,-107.21766666,6606.3,S,10,E,2010,KHDN
2025-11-27,02637.,A,CO,K08,HOLLY,US,COLORADO,PROWERS,HOLLY,38,2,6.445,N,38.03512361,102,7,0.015,W,-102.11667083,3399,E,10,E,1985,NA
2025-11-27,02638.9,A,CO,HEQ,HOLYOKE,US,COLORADO,PHILLIPS,HOLYOKE,40,34,9.947,N,40.56942972,102,16,21.68,W,-102.27268888,3729.7,S,8,E,2005,KHEQ
2025-11-27,02640.62,A,CO,18V,HUDSON,US,COLORADO,WELD,PLATTE VALLEY AIRPARK,40,6,9.8,N,40.10272222,104,42,4.3,W,-104.70119444,4965,E,11,E,1985,NA
2025-11-27,02644.,A,CO,7V8,JULESBURG,US,COLORADO,SEDGWICK,JULESBURG MUNI,40,58,12.93,N,40.97025833,102,18,54.985,W,-102.31527361,3495,E,10,E,1985,NA
2025-11-27,02649.,A,CO,20V,KREMMLING,US,COLORADO,GRAND,MC ELROY AIRFIELD,40,3,12.363,N,40.05343416,106,22,8.308,W,-106.36897444,7415.7,S,9,E,2015,NA
2025-11-27,02651.,A,CO,LHX,LA JUNTA,US,COLORADO,OTERO,LA JUNTA MUNI,38,3,0,N,38.05,103,30,35.1,W,-103.50975,4228.6,S,9,E,2005,KLHX
2025-11-27,02654.,A,CO,LAA,LAMAR,US,COLORADO,PROWERS,SOUTHEAST COLORADO RGNL,38,4,10.934,N,38.06970388,102,41,18.579,W,-102.68849416,3705.3,S,7,E,2020,KLAA
2025-11-27,02657.,A,CO,7V9,LAS ANIMAS,US,COLORADO,BENT,CITY OF LAS ANIMAS - BENT COUNTY,38,3,14.5,N,38.05402777,103,14,18.5,W,-103.23847222,3915,E,10,E,1985,NA
2025-11-27,02659.,A,CO,07V,LA VETA,US,COLORADO,HUERFANO,CUCHARA VALLEY AT LA VETA,37,31,25.768,N,37.52382444,105,0,33.367,W,-105.00926861,7152.5,S,11,E,1985,NA
